,property_title,seller_id,seller_type,open_viewing,no_of_photos,available_from,available_for,area,furnished,bathrooms,beds,price,Parking,Cable Television,Dryer,Garden / Patio / Balcony,Washing Machine,Serviced Property,Pets Allowed,Wheelchair Access,Central Heating,Microwave,Smoking,Dishwasher,House Alarm,Internet
586,"Castleforbes, North Wall, Dublin 1",9406.0,1.0,0.0,9.0,2016-11-18,12.0,100.0,1.0,2.0,2.0,2600.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
589,"Charlotte Quay, Grand Canal Dock, Dublin 2",9406.0,1.0,0.0,12.0,2016-11-18,0.0,52.0,1.0,2.0,2.0,2995.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
590,"College Gate, Townsend Street, Dublin 2, Dublin 2",9406.0,1.0,0.0,9.0,2016-11-18,9.0,53.0,1.0,2.0,2.0,2400.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
591,"Annfield Drive, Diswellstown Road, Carpenterstown, Castleknock, Dublin 15",0.0,0.0,0.0,14.0,2017-09-10,12.0,69.0,1.0,2.0,2.0,1430.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
592,"Windmil lane, Grand Canal Dock, Dublin 2",9406.0,1.0,0.0,4.0,2016-11-18,3.0,52.0,1.0,1.0,2.0,2800.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
594,"Clarion Quay, IFSC, Dublin 1",9406.0,1.0,0.0,5.0,2016-11-18,9.0,84.0,1.0,1.0,2.0,2800.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
596,"Clarion Quay, IFSC, Dublin 1, Dublin 1",9406.0,1.0,0.0,12.0,2017-03-30,3.0,25.0,1.0,1.0,2.0,3300.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
597,"Parnell Street, Dublin 1, Dublin 1",9406.0,1.0,0.0,10.0,2016-11-18,3.0,25.0,1.0,1.0,2.0,2550.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
599,"Parnell Street, Dublin 1, Dublin 1",9406.0,1.0,0.0,5.0,2016-11-18,9.0,25.0,1.0,2.0,2.0,2400.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
600,"Clarion Quay, IFSC, Dublin 1, Dublin 1",9406.0,1.0,0.0,14.0,2016-11-18,3.0,25.0,1.0,2.0,2.0,2750.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
607,"Tobernea Terrace, Monkstown, Co. Dublin",9330.0,1.0,0.0,7.0,2017-09-06,12.0,0.0,1.0,3.0,3.0,2400.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
608,"upper gardiner street, Dublin 1, Dublin 1",0.0,0.0,0.0,3.0,2017-08-30,0.0,25.0,1.0,1.0,1.0,1100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
610,"Belmayne Park South, Balgriffin, Dublin 13",10123.0,1.0,0.0,8.0,2017-09-01,12.0,15.0,1.0,2.0,2.0,1550.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
613,"Alexandra College, Rathmines, Rathmines, Dublin 6",8277.0,1.0,0.0,11.0,2017-09-01,12.0,38.0,1.0,3.0,6.0,750.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
624,"34, Ballybough, Dublin 3",0.0,0.0,0.0,0.0,2017-09-08,12.0,42.0,1.0,1.0,2.0,1300.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
628,"Malahide Road, Balgriffin, Dublin 13",7709.0,1.0,0.0,10.0,2017-09-10,12.0,15.0,3.0,2.0,3.0,1800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
629,"Burnell Court, Balgriffin, Dublin 13",10.0,1.0,0.0,9.0,2017-10-15,12.0,15.0,1.0,2.0,2.0,1326.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
630,"Malahide Road,, Balgriffin, Dublin 13",7709.0,1.0,0.0,15.0,2017-09-10,12.0,15.0,3.0,2.0,2.0,1600.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
631,"14 Lanesborough Court, Finglas, Dublin 11",7648.0,1.0,0.0,16.0,2017-08-24,12.0,26.0,1.0,3.0,3.0,1800.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
632,"Bolton Street, Dublin 1, Dublin 1",872.0,1.0,0.0,0.0,2017-10-01,12.0,25.0,1.0,1.0,2.0,1668.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
633,"Meadow Court. Stepaside Park, Stepaside, Dublin 18",0.0,0.0,0.0,5.0,2017-10-01,6.0,81.0,1.0,1.0,1.0,1400.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
634,"Barnwall Court, Balbriggan, Co. Dublin",8852.0,1.0,0.0,32.0,2017-09-10,12.0,46.0,1.0,2.0,2.0,1500.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
636,"Lansdowne Village, Sandymount,, Sandymount, Dublin 4",577.0,1.0,0.0,10.0,2017-09-05,12.0,60.0,1.0,1.0,2.0,1716.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
637,"The Ramparts, Zion Road, Rathgar, Dublin 6",577.0,1.0,0.0,2.0,2017-10-01,12.0,73.0,1.0,1.0,1.0,1456.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
638,"Rathgar Road, Rathgar, Dublin 6",7490.0,1.0,0.0,7.0,2017-08-31,12.0,73.0,1.0,1.0,1.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
639,"Cabra Road, Cabra, Dublin 7",7490.0,1.0,0.0,12.0,2017-08-31,12.0,12.0,1.0,1.0,1.0,1450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
640,"Cabra Rd, Cabra, Dublin 7",7490.0,1.0,0.0,9.0,2017-09-04,12.0,12.0,1.0,1.0,1.0,1100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
642,"44 The Hibernian, The Gasworks, Ballsbridge, Ballsbridge, Dublin 4",0.0,0.0,0.0,4.0,2017-10-01,0.0,92.0,1.0,2.0,2.0,3900.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
644,"Apartment 1 Dunloe Hall, 25 Merrion Street Upper, Dublin 2, Dublin 2",8809.0,1.0,0.0,8.0,2017-08-31,12.0,53.0,1.0,2.0,2.0,3000.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
645,"Spencer dock, IFSC, Dublin 1",0.0,0.0,0.0,9.0,2017-10-27,12.0,84.0,3.0,2.0,1.0,2200.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
646,"Wavendon, 69 Northumberland Road, Ballsbridge, Ballsbridge, Dublin 4",6534.0,1.0,0.0,23.0,2017-09-08,12.0,92.0,3.0,2.0,2.0,3500.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
647,"Cedar Hall, Millbrook Court, Milltown, Dublin 6, Milltown, Dublin 6",9739.0,1.0,0.0,20.0,2017-09-18,12.0,48.0,1.0,2.0,2.0,2400.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
648,"Milner Square, Shanowen Road, Santry, Dublin 9",9847.0,1.0,0.0,8.0,2017-09-07,12.0,55.0,1.0,1.0,1.0,1300.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
649,"75 Morehampton Square, Donnybrook, Dublin 4",0.0,0.0,0.0,16.0,2017-09-10,12.0,17.0,1.0,1.0,2.0,2100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
650,"Fitzwilliam Quay, Dublin 4, Dublin 4",0.0,0.0,0.0,9.0,2017-09-01,24.0,40.0,1.0,1.0,2.0,2000.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
652,"Phoenix View James Street, Dublin 8, Dublin 8",0.0,0.0,0.0,7.0,2017-09-10,12.0,108.0,1.0,1.0,2.0,1400.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
653,"Carrington, Northwood, Santry, Dublin 9",0.0,0.0,0.0,9.0,2017-09-07,12.0,55.0,1.0,2.0,2.0,1458.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
654,"Corn Exchange, Dublin 2, Dublin 2",10.0,1.0,0.0,7.0,2017-09-05,12.0,53.0,1.0,2.0,3.0,2850.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
656,"Mount Sanford, Milltown, Dublin 6",400.0,1.0,0.0,17.0,2017-09-05,12.0,48.0,1.0,3.0,3.0,2800.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
658,"34 Belarmine Vale, Stepaside, Dublin 18",9930.0,1.0,0.0,15.0,2017-09-05,12.0,81.0,1.0,2.0,2.0,1800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
666,"Northcliffe, Chapelizod, Dublin 20",0.0,0.0,0.0,9.0,2017-09-04,12.0,86.0,0.0,1.0,1.0,1450.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
667,"North Circular Road, Phibsborough, Dublin 7",0.0,0.0,0.0,11.0,2017-09-10,12.0,34.0,1.0,1.0,1.0,1300.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
668,"Spencer Dock, IFSC, Dublin 1",0.0,0.0,0.0,12.0,2017-09-11,12.0,84.0,1.0,2.0,1.0,2000.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
669,"243 pace road littlepace clonee, Clonee, Co. Dublin",0.0,0.0,0.0,6.0,2017-09-11,12.0,54.0,1.0,1.0,7.0,1100.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
670,"Rochford house Patrick St, Christchurch, Dublin 8",9677.0,1.0,0.0,1.0,2017-09-10,12.0,97.0,1.0,1.0,1.0,1400.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
671,"Weaver Hall, The Gallops, Leopardstown, Leopardstown, Dublin 18",8455.0,1.0,0.0,27.0,2017-08-31,12.0,44.0,1.0,2.0,2.0,2200.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
672,"Landsdowne Valley, Drimnagh, Dublin 12",8455.0,1.0,0.0,2.0,2017-10-15,6.0,77.0,1.0,1.0,2.0,1600.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
673,"Belfry Hall, Citywest, Co. Dublin",0.0,0.0,0.0,12.0,2017-09-10,12.0,49.0,1.0,2.0,2.0,1400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
674,"The Steeples, Chapelizod, Dublin 20",6571.0,1.0,0.0,1.0,2017-09-15,12.0,86.0,1.0,1.0,2.0,1400.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
683,"Grand Canal Square, Dublin 2, Dublin 2",9953.0,1.0,0.0,13.0,2017-01-03,0.0,53.0,1.0,2.0,2.0,3850.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
690,"7 The Hall, Laurel Place, Terenure, Dublin 6w",8456.0,1.0,0.0,17.0,2017-08-30,12.0,82.0,1.0,2.0,3.0,2200.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
701,"82 The Island Chapelizod, Chapelizod, Dublin 20",0.0,0.0,0.0,8.0,2017-09-10,12.0,86.0,1.0,1.0,1.0,1450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
702,"Grand Canal Square, Grand Canal Dock, Dublin 2",9953.0,1.0,0.0,9.0,2017-01-03,0.0,52.0,1.0,2.0,2.0,3750.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
706,"Herbert Park, Ballsbridge, Dublin 4",9953.0,1.0,0.0,20.0,2017-05-26,0.0,92.0,1.0,1.0,1.0,3150.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
718,"Cremorne, Terenure, Dublin 6",0.0,0.0,0.0,11.0,2017-09-10,0.0,82.0,1.0,1.0,1.0,1750.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
719,"Furry Park Court, Killester, Dublin 5",9924.0,1.0,0.0,8.0,2017-08-15,12.0,16.0,1.0,1.0,2.0,1637.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
720,"Aldborough Court, North Strand Road, Dublin 1, Dublin 1",9924.0,1.0,0.0,7.0,2017-09-04,12.0,25.0,1.0,1.0,2.0,1648.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
721,"Holywell View, Swords, Co. Dublin",0.0,0.0,0.0,4.0,2017-10-13,12.0,37.0,1.0,1.0,2.0,1400.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
722,"Killiney Towers, Killiney Road, Killiney, Co. Dublin",0.0,0.0,0.0,12.0,2017-10-23,12.0,24.0,1.0,2.0,2.0,1534.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
726,"6 ushers quay, Dublin 8, Dublin 8",0.0,0.0,0.0,10.0,2017-09-12,12.0,108.0,1.0,1.0,1.0,1350.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
727,"Donnybrook Castle, Donnybrook, Dublin 4",427.0,1.0,0.0,12.0,2017-10-02,12.0,17.0,1.0,2.0,2.0,1770.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
728,"Esker Pines, Lucan, Co. Dublin",0.0,0.0,0.0,9.0,2017-09-10,12.0,93.0,1.0,1.0,2.0,1500.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
729,"Taylors Hall Rathfarnham Dublin 14, Rathfarnham, Dublin 14",0.0,0.0,0.0,18.0,2017-08-22,12.0,22.0,1.0,2.0,2.0,1600.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
731,"St James Wood, Kilmainham, Dublin 8",0.0,0.0,0.0,9.0,2017-09-16,12.0,27.0,1.0,2.0,2.0,1600.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
732,"Grand Canal View, Kilmainham, Dublin 8",0.0,0.0,0.0,9.0,2017-09-10,12.0,27.0,1.0,1.0,1.0,1500.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
733,"Schoolhouse, Schoolhouse Lane, Santry, Santry, Dublin 9",8891.0,1.0,0.0,12.0,2017-08-29,12.0,55.0,1.0,2.0,3.0,2200.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
735,"Longboat Quay, Grand Canal Dock, Dublin 2",0.0,0.0,0.0,10.0,2017-09-05,12.0,52.0,1.0,1.0,1.0,2100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
736,"Everton House, Ballyboden Road, Rathfarnham, Dublin 16",5139.0,1.0,0.0,7.0,2017-09-05,12.0,22.0,3.0,2.0,2.0,1700.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
738,"Apt 17, 127-131 Lwr, Rathmines, Dublin 6",7391.0,1.0,0.0,9.0,2017-09-04,3.0,38.0,1.0,1.0,1.0,2500.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
745,"13 The Lighthouse, Robswall, Malahide, Co. Dublin",8456.0,1.0,0.0,8.0,2017-08-28,12.0,6.0,1.0,2.0,2.0,1426.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
756,"New Bancroft, Greenhills Road, Tallaght, Dublin 24",6534.0,1.0,0.0,13.0,2017-09-29,12.0,64.0,1.0,2.0,2.0,1600.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
757,"Clarion Quay, IFSC, Dublin 1",7146.0,1.0,0.0,12.0,2017-08-31,12.0,84.0,1.0,2.0,2.0,2850.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
761,"28 Verdemont, Blanchardstown, Dublin 15",0.0,0.0,0.0,2.0,2017-09-10,36.0,50.0,1.0,2.0,2.0,1700.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
762,"Pilot View, Dalkey, Co. Dublin",877.0,1.0,0.0,11.0,2017-09-04,12.0,98.0,1.0,2.0,2.0,2600.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
763,"Wellington Court, Mountjoy Street, Dublin 1, Dublin 1",9353.0,1.0,0.0,23.0,2017-10-01,12.0,25.0,1.0,1.0,2.0,1800.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
764,"Dunluce, Ballsbridge, Dublin 4",10.0,1.0,0.0,18.0,2017-02-23,12.0,92.0,1.0,2.0,2.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
765,"Ardee Court, Dublin 8, Dublin 8",0.0,0.0,0.0,0.0,2017-09-10,12.0,108.0,1.0,1.0,2.0,2250.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
766,"Taylor's Tree Rock, Rathfarnham, Dublin 14",0.0,0.0,0.0,8.0,2017-09-04,12.0,22.0,1.0,2.0,2.0,1700.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
767,"38 Boroimhe Alder, Swords, Co. Dublin",0.0,0.0,0.0,11.0,2017-10-01,12.0,37.0,3.0,3.0,3.0,1800.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
768,"Clancy Quay by Kennedy Wilson, Dublin 8, Dublin 8",9601.0,1.0,0.0,17.0,2017-07-18,12.0,108.0,1.0,2.0,2.0,1900.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
769,"4 Florence Street, Portobello, Dublin 8",0.0,0.0,0.0,22.0,2017-09-04,12.0,1.0,1.0,1.0,2.0,2000.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
770,"Brunswick Court, Smithfield, Dublin 1",0.0,0.0,0.0,8.0,2017-09-23,12.0,74.0,1.0,4.0,4.0,3500.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
771,"38 tramway court, Tallaght, Dublin 24",0.0,0.0,0.0,0.0,2017-09-08,12.0,64.0,1.0,2.0,2.0,1450.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
772,"Station House, The Tramyard, Inchicore, Dublin 8",0.0,0.0,0.0,9.0,2017-09-03,12.0,109.0,1.0,1.0,1.0,1500.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
773,"Apartment 7 Copebridge House, Spencer Dock, IFSC, Dublin 1",0.0,0.0,0.0,15.0,2017-09-02,0.0,84.0,1.0,1.0,1.0,2200.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
774,"Marlfield Close, Kiltipper, Kiltipper, Dublin 24",9768.0,1.0,0.0,12.0,2017-08-25,12.0,30.0,1.0,2.0,2.0,1500.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
775,"11 Cassian Court East, Royal Canal Park, Ashtown, Dublin 7",0.0,0.0,0.0,7.0,2017-10-08,12.0,106.0,1.0,2.0,3.0,1900.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
776,"Greenfort lawns, Clondalkin, Dublin 22",0.0,0.0,0.0,6.0,2017-09-10,12.0,110.0,1.0,1.0,1.0,900.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
778,"Bracken Hill, Sandyford, Dublin 18",10.0,1.0,0.0,7.0,2017-09-07,12.0,114.0,1.0,2.0,2.0,1560.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
779,"Clancy Quay Phase Two by Kennedy Wilson, Dublin 8, Dublin 8",9601.0,1.0,0.0,19.0,2017-08-01,12.0,108.0,1.0,1.0,1.0,1750.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
780,"Bridge foot Street Dublin 8, Dublin 8, Dublin 8",10895.0,1.0,0.0,13.0,2017-10-01,12.0,108.0,1.0,1.0,2.0,2800.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
781,"Northbank, Dublin 1, Dublin 1",10.0,1.0,0.0,9.0,2017-08-31,12.0,25.0,1.0,1.0,1.0,1600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
782,"The Crescent Building, Park West, Dublin 12",6534.0,1.0,0.0,1.0,2017-09-08,12.0,99.0,1.0,2.0,2.0,1500.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
783,"Apt 13 St Lawrence Building, Harbour Road, Howth, Dublin 13",445.0,1.0,0.0,9.0,2017-09-08,12.0,29.0,3.0,2.0,2.0,1850.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
784,"Brighton Road, Rathgar, Dublin 6",0.0,0.0,0.0,11.0,2017-09-08,12.0,73.0,3.0,1.0,2.0,1950.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
786,"Cruise Park Square, Tyrrelstown, Dublin 15",0.0,0.0,0.0,6.0,2017-09-07,0.0,76.0,1.0,2.0,2.0,1400.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
788,"Grand Canal Wharf, Grand Canal Dock, Dublin 2",0.0,0.0,0.0,17.0,2017-09-14,0.0,52.0,1.0,1.0,1.0,2200.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
789,"Hibernian, Gasworks, Barrow St, Dublin 4, Dublin 4",0.0,0.0,0.0,7.0,2017-09-05,12.0,40.0,1.0,1.0,1.0,2000.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
790,"Sandford Lodge by Kennedy Wilson, Ranelagh, Dublin 6",9601.0,1.0,0.0,18.0,2017-07-24,12.0,67.0,1.0,2.0,2.0,2500.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
792,"Glasnevin Avenue, Glasnevin, Dublin 9",0.0,0.0,0.0,5.0,2017-09-10,12.0,79.0,1.0,1.0,1.0,850.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
793,"324 Castleforbes Square, Castleforbes Road, North Wall, Dublin 1",0.0,0.0,0.0,7.0,2017-09-09,12.0,100.0,1.0,1.0,2.0,2200.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
795,"40 Abbey View, Monkstown, Co. Dublin",0.0,0.0,0.0,4.0,2017-09-09,12.0,0.0,1.0,1.0,1.0,1400.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
797,"The Sweepstakes, Ballsbridge, Dublin 4",0.0,0.0,0.0,5.0,2017-09-04,12.0,92.0,1.0,1.0,2.0,2250.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
798,"""The Garage"", Maryville, Coolquay, The Ward, Ward, Co. Dublin",0.0,0.0,0.0,10.0,2017-09-03,12.0,10.0,1.0,1.0,1.0,1300.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
